|Year|Brand|Company|Date|ProductDescription|Reason|Url|
|2019|Consider Bardwell Farms|Consider Bardwell Farms|9/30/19|Dorset, Slyboboro and Experience Cheeses|Listeria monocytogenes|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/consider-bardwell-farm-recalls-dorset-slyboro-and-experience-because-possible-health-risk|
|2019|Cellect, Essentials Factor|Cellect Products Inc. and Oglethorpe Ltd.|9/30/19|Multi Mineral & Vitamin Supplement Unflavored Powder Mix|Unsafe levels of Arsenic and Lead|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/cellect-products-inc-and-oglethorpe-ltd-issue-voluntary-worldwide-recall-cellect-unflavored-powder|
|2019|Whole Foods Market|Whole Foods Market|9/30/19|Dorset cheese|Potential contamination of Listeria monocytogenes|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/dorset-cheese-voluntarily-recalled-north-atlantic-and-northeast-whole-foods-market-stores-due|
|2019|RONG SHING NY Trading Inc.|RONG SHING NY Trading Inc.|9/26/19|GANCHI NAIWEITANGPIAN candy|Undeclared milk|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/rong-shing-trading-ny-inc-issues-allergy-alert-undeclared-milk-ganchi-naiweitangpian-candies|
|2019|LemonPrep|Mavidon|9/26/19|Skin prepping lotion for enhancement of signal quality at electrode site|Burkholderia cepacia|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/mavidon-issues-voluntary-worldwide-recall-lemonprepr-tubes-and-single-use-cups|
|2019|TDBBS|TDBBS LLC|9/26/19|Pig ear pet treat|Possible Salmonella contamination|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/tdbbs-voluntarily-recalls-pig-ear-pet-treats-no-illnesses-report-strictly-precautionary-xxxx|
|2019|Trail's End|Weaver Fundraising, LLC|9/25/19|Trail's End Chocolatey Caramel Crunch|Contain almonds, cashews and pecans|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/weaver-fundraising-llc-issues-allergy-alert-undeclared-almonds-cashews-and-pecans-trails-end|
|2019|Apotex Corp.|Apotex Corp.|9/25/19|Ranitidine Tablets 75mg and 150mg|Contain a nitrosamine impurity called N-nitrosodimethylamine (NDMA)|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/apotex-corp-issues-voluntary-nationwide-recall-ranitidine-tablets-75mg-and-150mg-all-pack-sizes-and|
|2019|TDBBS|TDBBS LLC|9/24/19|Pig ear pet treat|Salmonella contamination|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/tdbbs-voluntarily-recalls-pig-ear-pet-treats-no-illnesses-reported-strictly-precautionary|
|2019|Captain K|Euphoria Fancy Food Inc|9/24/19|Salmon slightly salted pieces|Due to possible contamination with Listeria monocytogenes|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/euphoria-fancy-food-inc-recalls-capitan-k-salmon-fillet-due-possible-health-risk|
|2019|Carolyn's Cookie Company, Country Baking Co.|California New Foods|9/23/19|Frozen and refrigerated cookie dough products|Undeclared peanuts and walnuts|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/frozen-and-refrigerated-cookie-dough-products-recalled-due-potential-health-risk-allergens|
|2019|Gramco|Gramco, Inc.|9/23/19|Hog Grower Pellets|Contains levels of vomitoxin (a mycotoxin)|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/gramco-inc-recalls-hog-grower-pellets-because-elevated-vomitoxin-levels|
|2019|Sandoz Inc.|Sandoz Inc.|9/23/19|Ranitidine Hydrochloride Capsules|Due to an Elevated Amount of Unexpected Impurity, N-Nitrosodimethylamine (NDMA)|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/sandoz-inc-issues-voluntary-recall-ranitidine-hydrochloride-capsules-150mg-and-300mg-due-elevated|
|2019|Ultralyx|Ridley Block Operations|9/20/19|Ultralyx 24-16-5|Elevated levels of non-protein nitrogen (NPN).|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/ridley-block-operations-voluntarily-recalls-batch-ultralyx-2416-5-no-other-products-are-affected|
|2019|Roland|Roland Foods, LLC|9/20/19|Red Lumpfish Caviar and Black Lumpfish Caviar|Potential to be contaminated with Clostridium botulinum|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/roland-foods-llc-initiates-voluntary-recall-roland-red-lumpfish-caviar-and-roland-black-lumpfish|
|2019|Torrent Pharma|Torrent Pharmaceuticals Limited|9/19/19|Losartan Potassium Tablets, USP and Losartan Potassium/Hydrochlorothiazide Tablets, USP|Due to the Detection of N-Methylnitrosobutyric acid (NMBA)|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/updated-torrent-pharmaceuticals-limited-expands-voluntary-nationwide-recall-losartan-potassium-0|
|2019|Schwartz Brothers Bakery|Schwartz Brothers Bakery|9/18/19|Lemon Dessert Bars|Undeclared Egg|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/schwartz-brothers-bakery-issues-allergy-alert-undeclared-egg-lemon-dessert-bars|
|2019|Southeastern Grocers|Southeastern Grocers|9/17/19|Peanut Butter Cookies|Undeclared peanuts|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/southeastern-grocers-issues-voluntary-recall-variety-pack-cookie-products-sold-southeastern-grocers|
|2019|Abbott|Abbott Laboratories|9/17/19|Calcilo XD Infant Formula|Inconsistency in aroma and color|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/abbott-laboratories-recalls-calcilo-xdr-infant-formula|
|2019|Gold Medal|General Mills|9/16/19|Unbleached All Purpose Flour|E. coli O26|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/general-mills-recalls-five-pound-bags-gold-medal-unbleached-all-purpose-flour|
|2019|Macho|Fitoterapia USA Inc.|9/16/19|MACHO ARTIFICIAL PASSION FRUIT FLAVORED VITAMIN C LIQUID SUPPLEMENT|Undeclared Tadalafil|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/fitoterapia-usa-inc-issues-voluntary-nationwide-recall-mero-macho-artificial-passion-fruit-flavored|
|2019|Urban Remedy|Urban Remedy|9/13/19|Salads and Wraps|may be contaminated with E. coli|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/urban-remedy-voluntarily-recalls-76-salads-wraps-may-contain-ecoli-bacteria-no-illnesses-reported|
|2019|Ritter Sport|Stark Group International|9/12/19|Ritter Sport -KAFFEESPLITTER|Undeclared milk|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/stark-group-international-issues-allergy-alert-undeclared-milk-allergens-ritter-sport-kaffeesplitter|
|2019|FuPaiYuan|RONG SHING|9/12/19|FuPaiYuan Matcha candy|Undeclared eggs and milk|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/rong-shing-issues-allergy-alert-undeclared-eggs-and-milk-fupaiyuan-matcha-candies|
|2019|FuPaiYuan|RONG SHING|9/12/19|FuPaiYuan Nougat candy|Undeclared eggs and milk|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/rong-shing-issues-allergy-alert-undeclared-eggs-and-milk-fupaiyuan-nougat-candies|
|2019|KRS Global Biotechnology|KRS Global Biotechnology|9/12/19|Human Sterile Drug Products|Lack of Sterility Assurance|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/krs-global-biotechnology-inc-issues-voluntary-nationwide-recall-all-human-and-animal-sterile-drug|
|2019|KRS Global Biotechnology|KRS Global Biotechnology|9/12/19|Animal Sterile Drug Products|Lack of sterility assurance|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/krs-global-biotechnology-inc-issues-voluntary-nationwide-recall-all-human-and-animal-sterile-drug-0|
|2019|Darmerica LLC|Darmerica LLC|9/12/19|Quinacrine Dihydrochloride, bulk API powder|Label mix-up|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/darmerica-llc-issues-voluntary-nationwide-recall-quinacrine-dihydrochloride-due-labeling-error|
|2019|MDH|House Of Spices India|9/11/19|MDH SAMBAR MASALA|Salmonella|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/house-spices-india-issues-recall-mdh-sambar-masala-due-salmonella-contamination|
|2019|Hy-Vee|Hy-Vee|9/11/19|Mealtime Asian Entrees|Undeclared milk|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/hy-vee-voluntarily-recalls-several-hy-vee-mealtime-asian-entrees-due-undeclared-milk-allergen|
|2019|Alfa International Seafood, Inc|Alfa International Seafood, Inc.|9/11/19|Refrigerated, wild-caught yellowfin tuna loins|Potentially elevated levels of histamine or scombroid fish poisoning|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/recall-yellowfin-tuna-steaks-issued|
|2019|Metrix, Baxter|The Metrix Company|9/10/19|Empty IV flexible containers (bag)|Potential for leaking of the IV bag at the chamber divider rod|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/metrix-company-dubuque-iowa-recalling-specific-lots-empty-iv-flexible-containers-bag-marketed-under|
|2019|Major Pharmaceuticals|Plastikon Healthcare|9/9/19|Milk of Magnesia Oral Suspension 2400 mg/30 ml|Microbial Contamination|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/plastikon-healthcare-issues-voluntary-nationwide-recall-milk-magnesia-oral-suspension-2400-mg30-ml|
|2019|Martha White|Hometown Food Company|9/9/19|Cornbread and Muffin Mix|Possible presence of Gluten|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/hometown-food-company-issues-voluntary-recall-martha-white-gluten-free-sweet-cornbread-muffin-mix|
|2019|Hospira Inc.|Hospira Inc.|9/6/19|Bacteriostatic Water for Injection|Potential Lack of Sterility Assurance|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/hospira-inc-issues-voluntary-nationwide-recall-one-lot-bacteriostatic-water-injection-usp-due|
|2019|Udi's|Conagra Brands|9/6/19|Classic Hamburger Buns|Foreign Object White Plastic|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/udis-classic-hamburger-buns-recalled-due-potential-presence-foreign-material|
|2019|Natpara|Takeda Pharmaceutical Company Limited|9/5/19|Parathyroid Hormone for Injection|Potential presence of rubber particulate|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/takeda-issues-us-recall-natparar-parathyroid-hormone-injection-due-potential-rubber-particulate|
|2019|QQ Fish|Great One Trading Inc.|9/4/19|Fish Ball Products|Undeclared Egg|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/great-one-trading-inc-issues-expanding-allergy-alert-undeclared-egg-fishball-products|
|2019|Berkley & Jensen|Dog Goods USA LLC|9/3/19|Pig Ears|Potential to be contaminated with Salmonella|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/dog-goods-usa-llc-expands-voluntary-recall-chef-toby-pig-ears-pet-treats-because-possible-salmonella|
|2019|AmEx Pharmacy|Pacifico National, Inc. dba AmEx Pharmacy|8/30/19|Bevacizumab 1.25mg/0.05mL 31G Injectable and Bevacizumab 2.5mg/0.1ml Normject TB Injectable|Potential for non-sterility|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/pacifico-national-inc-dba-amex-pharmacy-issues-voluntary-nationwide-recall-all-lots-bevacizumab|
|2019|Hiland|Hiland Dairy|8/30/19|Lemonade|Undeclared Milk|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/hiland-dairy-announces-voluntary-recall-hiland-dairy-half-gallon-and-pint-lemonades|
|2019|Balquis|Makzemo LLC|8/29/19|Spice|Excessive levels of lead|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/makzemo-llc-recalls-balquis-yemeni-spice-because-possible-health-risk|
|2019|The Milk Lady's, Peaceful Baby, and Diges-Tea|Mountain Mel's Essential Goods, LLC|8/29/19|Tea|Potential to be contaminated with Salmonella|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/mountain-mels-essential-goods-llc-recalls-milk-ladys-herbal-tea-blend-peaceful-baby-herbal-tea-blend|
|2019|Infusomat|B. Braun Medical Inc.|8/28/19|Infusion pump|Potential Leakage|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/b-braun-medical-inc-issues-voluntary-nationwide-recall-one-lot-one-catalog-item-number-infusomatr|
|2019|Pedia Smart|Nature's One|8/27/19|Soy vanilla beverage mix|Undeclared milk|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/natures-one-voluntarily-issues-allergy-alert-undeclared-milk-allergen|
|2019|Brutus & Barnaby|Brutus & Barnaby|8/27/19|Pig ears|Potential to be contaminated with Salmonella|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/brutus-barnaby-llc-recalls-all-size-bags-pig-ears-natural-treats-dogs-because-possible-salmonella|
|2019|QQ Fish|Great One Trading Inc.|8/23/19|Tofu style fried fish cake, Mushroom Fish ball|Undeclared egg|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/great-one-trading-inc-issues-allergy-alert-undeclared-egg-fish-cakes|
|2019|Tainy Vostoka|Krasnyi Oktyabr USA Inc|8/23/19|Assorted dry fruits-Quince|Undeclared sulfites|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/krasnyi-oktyabr-usa-inc-issues-alert-undeclared-sulfites-tainy-vostoka-assorted-dry-fruits-quince|
|2019|Tainy Vostoka|Krasnyi Oktyabr USA Inc|8/23/19|Assorted dry fruits-apple|Undeclared sulfites|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/krasnyi-oktyabr-usa-inc-issues-alert-undeclared-sulfites-tainy-vostoka-assorted-dry-fruits-apple|
|2019|Whole Foods Market|Whole Foods Market Stores|8/22/19|Iced Sugar Cookies|Undeclared Egg|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/allergy-alert-undeclared-egg-decorated-red-apple-cookies-issued-southern-pacific-whole-foods-market|
|2019|Dechra Veterinary Products|Altaire Pharmaceuticals, Inc.|8/22/19|Veterinary ophthalmic drug products|Due to concerns of QA controls in the manufacturing facility|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/altaire-pharmaceuticals-inc-issues-voluntary-recall-veterinary-ophthalmic-products|
|2019|AWERS|AWERS, Inc.|8/21/19|Grained Salmon Caviar|Potential Clostridium botulinum contamination|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/voluntarily-recalls-grained-salmon-caviar-95g-because-possible-health-risk|
|2019|Chef Toby|Dog Goods USA LLC|8/16/19|Pig ears|Potential to be contaminated with Salmonella|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/dog-goods-usa-llc-conduct-voluntary-recall-chef-toby-pig-ears-treats-because-possible-salmonella|
|2019|RELPAX|Pfizer Inc|8/15/19|RELPAX (eletriptan hydrobromide) 40 mg tablets|Microbiological Contamination|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/pfizer-inc-issues-voluntary-nationwide-recall-2-lots-relpaxr-eletriptan-hydrobromide-40-mg-tablets|
|2019|Texas Tripe|Texas Tripe Inc.|8/15/19|Raw frozen pet food|Potential to be contaminated with Salmonella and Listeria monocytogenes|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/fda-cautions-pet-owners-not-feed-texas-tripe-inc-raw-pet-food-due-salmonella-listeria-monocytogenes|
|2019|AWERS|AWERS, Inc.|8/15/19|Grained Salmon Caviar|Potential Clostridium Botulinum Contamination|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/awers-inc-recalls-grained-salmon-caviar-95g-because-possible-health-risk|
|2019|Dole|Dole Fresh Vegetables, Inc.|8/9/19|Baby Spinach|Potential Salmonella contamination|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/dole-fresh-vegetables-announces-precautionary-limited-recall-baby-spinach|
|2019|TAT Balm, Naturally HL|Ridge Properties LLC DBA Pain Relief Naturally|8/8/19|4% Lidocaine topical cream & liquid gel products|Microbiological Contamination and Superpotency|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/ridge-properties-llc-dba-pain-relief-naturally-issues-voluntary-nationwide-recall-pre-tat-superior-0|
|2019|PreGel|PreGel America, Inc.|8/2/19|Lemon 50, powdered flavoring|Undeclared Milk|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/pregel-america-inc-issues-allergy-alert-undeclared-milk-lemon-50|
|2019|Door County Whitefish|Ruleau Brothers Inc.|8/1/19|Smoked Whitefish Pate|Undeclared Egg, Soy, and Anchovies|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/ruleau-brothers-issues-allergy-alert-undeclared-eggs-soy-and-anchovies-door-county-whitefish-smoked|
|2019|Entenmann's|Bimbo Bakeries USA, Inc.|8/1/19|Soft Baked Chocolate Chip Cookies|Due to the potential presence of visible, blue plastic pieces|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/bimbo-bakeries-usa-voluntary-recall-entenmanns-little-bites-cookies-due-potential-presence-plastic|
|2019|Lennox|Lennox Intl|7/30/19|Pet treat-Pig ears|Potential to be contaminated with Salmonella|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/expanded-lennox-intl-inc-voluntary-recalling-natural-pig-ears-july-26-2019|
|2019|Lennox|Lennox Intl|7/26/19|Pig ears|Potential Salmonella contamination|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/lennox-intl-inc-voluntary-recalling-natural-pig-ears-july-26-2019|
|2019|The Cookie Dough Cafe|Juju Bakes LLC dba The Cookie Dough Cafe|7/26/19|Chocolate Chip Cookie Dough Bars|Undeclared peanuts|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/cookie-dough-cafe-issues-allergy-alert-chocolate-chip-chilled-gourmet-edible-cookie-dough-bar-due|
|2019|BIOCELL|Allergan plc|7/25/19|BIOCELL textured breast implants and tissue expanders|Due to uncommon incidence of breast implant-associated anaplastic large cell lymphoma (BIA-ALCL)|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/allergan-voluntarily-recalls-biocellr-textured-breast-implants-and-tissue-expanders|
|2019|Great Value, HEB|Williams Foods LLC|7/25/19|Taco Seasoning Products|Due to possible presence of Salmonella contamination|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/williams-foods-llc-initiates-voluntary-recall-taco-seasoning-product-due-possible-presence|
|2019|Herbal Doctor Remedies|Herbal Doctor Remedies|7/24/19|Drug products|All products have been marketed without FDA approval and were manufactured outside of the controls required by current Good Manufacturing Practices (cGMP)|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/herbal-doctor-remedies-issues-voluntary-nationwide-recall-all-drug-products-due-marketing-without|
|2019|Tainy Vostoka|Euphoria Fancy Food Inc|7/24/19|Tainy Vostoka Assorted Dry Fruits-Apple|Sulfites|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/euphoria-fancy-food-inc-issues-alert-undeclared-sulfites-tainy-vostoka-assorted-dry-fruits-apple|
|2019|Bucee's, Fresh Thyme and more|Pita Pal Foods, LP|7/24/19|Hummus and Dips|Due to possible contamination with Listeria monocytogenes|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/pita-pal-foods-lp-recalls-various-hummus-and-dips-due-possible-health-risk-0|
|2019|Cadista|Jubilant Cadista Pharmaceuticals Inc.|7/23/19|Drospirenone and Ethinyl Estradiol Tablets, USP, 3 mg/ 0.02mg|Due to out of specification (OOS) dissolution results at the 3-month stability time point|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/jubilant-cadista-pharmaceuticals-inc-issues-voluntary-nationwide-recall-drospirenone-and-ethinyl|
|2019|Mountain Rose Herbs|Mountain Rose Herbs|7/22/19|Whole Fennel Seed|Potential to be contaminated with Salmonella|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/mountain-rose-herbs-recalls-fennel-seed-whole-because-possible-health-risk|
|2019|Ragu|Mizkan America, Inc.|7/19/19|Pasta sauce|Potential contamination with plastic fragments|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/mizkan-america-inc-announces-voluntary-recall-select-varietiesproduction-codes-ragur-pasta-sauce|
|2019|Kogenate|Bayer|7/19/19|Kogenate FS antihemophilic factor (recombinant)|Mislabeling-contains the FVIII hemophilia A treatment, Jivi antihemophilic factor|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/bayer-statement-voluntary-recall-two-lots-kogenater-fs-antihemophilic-factor-recombinant-united|
|2019|Archer Farms, Freskt|Elevation Foods, LLC|7/19/19|egg salad, tuna salad, Thai lobster salad, and deviled egg sandwiches|Due to possible contamination with Listeria monocytogenes|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/elevation-foods-recalls-packaged-egg-salad-tuna-salad-thai-lobster-salad-and-archer-farms-deviled|
|2019|Alaris|BD|7/18/19|Alaris Pump Module Model 8100 and Certain Alaris Pump Infusion Sets|Weakening of the plastic can lead to damage or separation of the bezel posts which can cause issues with infusion, or unintended delivery of medication when pump module is not in running status|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/bd-provides-update-voluntary-recalls-alaristm-pump-module-model-8100-and-certain-alaristm-pump|
|2019|Northfork Bison Distributions Inc|Northfork Bison Distributions Inc|7/17/19|Bison Burgers & Bison Ground|Has the potential to be contaminated with E. coli: O121 and O103|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/northfork-bison-distributions-inc-voluntarily-recalling-bison-burgers-bison-ground-because-possible|
|2019|Shirakiku|Wismettac Asian Foods, Inc.|7/16/19|Fish cake products|Undeclared allergens, (Milk, Egg and Crustacean shellfish)|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/wismettac-asian-foods-recalls-fish-cakes-due-undeclared-allergens|
|2019|Bucee's, Fresh Thyme, Harris Teeter, other|Pita Pal Foods, LP|7/16/19|hummus products|Due to potential Listeria monocytogenes|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/pita-pal-foods-lp-recalls-various-hummus-and-dips-due-possible-health-risk|
|2019|OCuSOFT|Altaire Pharmaceuticals, Inc.,|7/16/19|Prescription (RX) and Over-the-Counter (OTC) Ophthalmic products|Due to lack of sterility assurance|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/altaire-pharmaceuticals-inc-issues-voluntary-recall-multiple-ophthalmic-products-sold-ocusoft|
|2019|Natural Ophthalmics, TRP/Target Up & Up|Altaire Pharmaceuticals, Inc.|7/16/19|Over-The-Counter Ophthalmic Products|Due to lack of sterility assurance|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/altaire-pharmaceuticals-inc-issues-voluntary-recall-over-counter-ophthalmic-products-sold-natural|
|2019|Accutome, Focus Laboratories, Grandall Distributing Co. Inc. , Prestige|Altaire Pharmaceuticals Inc.|7/16/19|Over-The-Counter Ophthalmic Products|Due to lack of sterility assurance|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/altaire-pharmaceuticals-inc-issues-voluntary-recall-multiple-over-counter-ophthalmic-products-sold|
|2019|Alvogen|Alvogen|7/15/19|Fentanyl Transdermal System|Due to Product Mislabeling|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/alvogen-inc-issues-voluntary-nationwide-recall-fentanyl-transdermal-system-due-product-mislabeling|
|2019|Legacy|Legacy Pharmaceutical Packaging|7/15/19|Losartan Potassium USP|Due to The Detection of N-Nitroso N-Methyl 4-Amino Butyric Acid (NMBA)|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/legacy-pharmaceutical-packaging-llc-expands-voluntary-nationwide-recall-losartan-potassium-tablets|
|2019|Due to Potential Contamination of Listeria monocytogenes|Growers Express|7/15/19|Fresh vegetable products|Due to Potential Contamination of Listeria monocytogenes|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/growers-express-expands-voluntary-recall-select-fresh-vegetable-products-due-potential-contamination|
|2019|Altaire Pharmaceuticals, Inc.|Altaire Pharmaceuticals Inc.|7/15/19|OTC and Rx Ophthalmic Products|Due to lack of sterility assurance|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/altaire-pharmaceuticals-inc-issues-voluntary-recall-multiple-ophthalmic-products-manufactured-and|
|2019|Equate and Support Harmony|Altaire Pharmaceuticals, Inc.|7/15/19|Over-the-Counter (OTC) drug products|Potential for nonsterility|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/altaire-issues-correction-07032019-recall-announcement-otc-products-sold-wal-mart|
|2019|PICS|Baumer Foods, Inc.|7/11/19|Soy Sauce|Undeclared Fish|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/baumer-foods-inc-issues-isolated-recall-undeclared-allergen-pics-soy-sauce-sold-northeast|
|2019|PROBAR|PROBAR|7/11/19|Multiple flavors of Meal Bars|Undeclared Milk and Soy|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/probar-llc-issues-allergy-alert-undeclared-milk-and-soy-select-flavors-meal-r-bars|
|2019|DaVinci Laboratories of Vermont|FoodScience Corporation|7/11/19|Dim Plex, dietary supplement|Undeclared Fish|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/davinci-laboratories-issues-allergy-alert-undeclared-fish-allergen-omega-3-1000-product-lot-35532200|
|2019|Multiple brands|Flowers Foods, Inc.|7/10/19|Hamburger and Hot Dog Buns|Potential Presence of Small Pieces of Hard Plastic|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/flowers-foods-issues-voluntary-recall-hamburger-and-hot-dog-buns-and-other-bakery-foods-due-plastic|
|2019|CVS Health|Altaire Pharmaceuticals, Inc|7/10/19|Multiple Ophthalmic Products|Due to lack of assurance of sterility|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/altaire-pharmaceuticals-inc-issues-voluntary-recall-multiple-ophthalmic-products-sold-cvs|
|2019|Equate and Support Harmony|Altaire Pharmaceuticals, Inc.|7/5/19|Over-the-Counter (OTC) drug products|Potential for nonsterility|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/altaire-pharmaceuticals-inc-issues-voluntary-recall-multiple-ophthalmic-products-sold-wal-mart|
|2019|Perrigo|Altaire Pharmaceuticals, Inc.|7/3/19|Ophthalmic ointments|Potential for nonsterility|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/altaire-pharmaceuticals-inc-issues-voluntary-recall-multiple-ophthalmic-products|
|2019|PSP|Pet Supplies Plus|7/3/19|Pig ears|Potential Salmonella contamination|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/pet-supplies-plus-issues-consumer-advisory-bulk-pig-ear-product-fda-investigating-contaminated-pig|
|2019|Walgreens|Altaire Pharmaceuticals, Inc.|7/3/19|Eye drops and ophthalmic ointments|Potential for nonsterility|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/altaire-pharmaceuticals-inc-issues-voluntary-recall-multiple-ophthalmic-products-sold-walgreens|
|2019|Fresenius Kabi, Novaplus|Fresenius Kabi USA, LLC|7/2/19|Fluorouracil Injection|Potential for glass particulate|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/fresenius-kabi-issues-voluntary-nationwide-recall-two-lots-fluorouracil-injection-due-potential|
|2019|Green Giant Fresh, Growers Express, Signature Farms, Trader Joe's|Growers Express|7/1/19|Butternut squash, cauliflower, zucchini, and butternut squash based veggie bowl products|Listeria monocytogenes|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/growers-express-issues-voluntary-recall-multiple-fresh-vegetable-products-due-potential|
|2019|PharMEDium|PharMEDium Services, LLC|6/28/19|0.5 mg/mL HYDROmorphone HCl in 0.9% Sodium Chloride 1 mL in 3 mL BD Syringe|The electronic customer ordering system stated it is sulfite-free, but the product contains sulfite.|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/pharmedium-services-llc-issues-voluntary-nationwide-recall-05-mgml-hydromorphone-hcl-09-sodium|
