|Year|Brand|Company|Date|ProductDescription|Reason|Url|
|2020|SCA Pharma|SCA Pharmaceuticals|8/18/20|Heparin Sodium Compounded products|Incorrect preservative (benzyl alcohol)|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/sca-pharmaceuticals-sca-issuing-voluntary-nationwide-recall-heparin-sodium-compounded-products-due|
|2020|Yacana|Grupo Yacana Mxico S.A.S de C.V.|8/18/20|Yacana Hand Sanitizer, 70% Alcohol|Potential Presence of Methanol (Wood Alcohol) and sub-potent ethanol|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/grupo-yacana-mexico-sas-de-cv-issues-voluntary-nationwide-recall-all-lots-yacana-hand-sanitizer-due|
|2020|Nuuxsan, Modesa, more|ALBEK de Mexico S.A. de C.V.|8/18/20|Hand Sanitizer|Undeclared Methanol|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/albek-de-mexico-sa-de-cv-issues-voluntary-nationwide-recall-all-hand-sanitizers-due-potential|
|2020|SkinGuard24|SG24 LLC|8/15/20|All Day Hand Sanitizer|Contains Methanol|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/sg24-llc-issues-voluntary-nationwide-recall-skinguard24-hand-sanitizer-labeled-contain-methanol|
|2020|Serafin Fishery|Serafin Fishery|8/13/20|Salmon Dip and Whitefish Dip|Undeclared Eggs, Milk, Anchovies, and Soy|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/serafin-fishery-issues-allergy-alert-undeclared-anchovies-eggs-milk-and-soy-salmon-dip-and-whitefish|
|2020|MURRAY'S, JARLSBERG, DELI|Kroger Delta Division|8/12/20|Cheese Dip|Potential for Salmonella|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/kroger-delta-division-recalls-cheese-dips-because-possible-health-risk|
|2020|AQUA STAR RESERVE, CENSEA, FRESH MARKET, and Others|Kader Exports pvt. ltd|8/12/20|Frozen cooked, peeled and deveined, tail on shrimp|Potential for Salmonella|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/kader-exports-recalls-frozen-cooked-shrimp-because-possible-health-risk|
|2020|Lunds and Byerlys|Abdallah Candies|8/12/20|sea salt caramels|Undeclared almonds|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/abdallah-candies-issues-allergy-alert-undeclared-almond-lunds-and-byerlys-16-oz-sea-salt-caramels|
|2020|MURRAY'S, JARLSBERG, DELI|Kroger Mid-Atlantic|8/12/20|Cheese Dip|Potential for Salmonella|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/kroger-mid-atlantic-recalls-cheese-dips-because-possible-health-risk|
|2020|MURRAY'S, JARLSBERG, DELI|Kroger|8/12/20|Cheese Dip|Potential for Salmonella|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/kroger-recalls-cheese-dips-because-possible-health-risk|
|2020|MURRAY'S, JARLSBERG, DELI|Fred Meyer Stores|8/12/20|Cheese Dip|Potential for Salmonella|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/fred-meyer-recalls-cheese-dips-because-possible-health-risk|
|2020|MURRAY'S, JARLSBERG, DELI|Frys Food Stores|8/12/20|Cheese Dip|Potential for Salmonella|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/frys-food-stores-recalls-cheese-dips-because-possible-health-risk|
|2020|MURRAY'S, JARLSBERG, DELI|Smith's|8/12/20|Cheese Dip|Potential for Salmonella|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/smiths-recalls-cheese-dips-because-possible-health-risk|
|2020|Saddlin' Up, Spokane Produce|Spokane Produce, Inc.|8/11/20|Salsa|Salmonella|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/spokane-produce-inc-issues-recall-products-containing-onions-because-possible-health-risk|
|2020|Progressive Produce LLC|Progressive Produce LLC|8/10/20|Red and yellow onions|Potential to be contaminated with Salmonella|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/progressive-produce-voluntarily-recalls-red-and-yellow-onions-because-possible-health-risk|
|2020|(Becton, Dickinson and Company)|(Becton, Dickinson and Company)|8/10/20|ChloraPrep 3 mL applicator|Potential fungal contamination - Aspergillus penicillioides|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/bd-announces-voluntary-recall-chlorapreptm-3-ml-applicator-specific-us-territories-and-countries|
|2020|Wegmans|Wegmans Food Markets, Inc.|8/9/20|Valencia Oranges, two-pound bag of lemons, bulk lemons, and a variety of in-store produced seafood and restaurant foods items that contain fresh lemon|Potential to be contaminated with Listeria monocytogenes|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/wegmans-food-markets-inc-announces-recall-select-valencia-oranges-lemons-and-various-products|
|2020|Freshouse,Natures Promise,Fresh From the Start,Wegmans|Freshouse II, LLC|8/9/20|Valencia Oranges, Lemons, Limes, Organic Limes, and Red B Potatoes|Potential to be contaminated with Listeria monocytogenes|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/freshouse-ii-llc-voluntarily-recalls-select-mesh-bags-and-bulk-shipments-potatoes-limes-valencia|
|2020|Bersih|Soluciones Cosmeticas|8/9/20|Hand Sanitizer Gel|Potential Methanol Contamination|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/soluciones-cosmeticas-issues-voluntary-nationwide-recall-bersih-hand-sanitizer-gel-due-potential-0|
|2020|Gelbac T|Incredible Products Sa de Cv|8/7/20|Antibacterial Handgel|Methanol Contamination|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/incredible-products-sa-de-cv-issues-voluntary-nationwide-recall-gelbac-t-antibacterial-handgel|
|2020|Havens Kitchen|Havens Kitchen|8/7/20|Golden Turmeric Tahini|Undeclared soy|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/havens-kitchen-home-llc-issues-allergy-alert-undeclared-soy-product|
|2020|Taylor Farms, Marketside|Taylor Farms Texas|8/6/20|Diced onions, salads, stir fry and mirepoix|Salmonella|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/taylor-farms-issues-recall-products-containing-onions-because-possible-health-risk|
|2020|Giant Eagle|Giant Eagle|8/6/20|Onions and prepared products containing onions|Salmonella|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/giant-eagle-voluntarily-issued-august-1st-recall-onions-and-prepared-foods-using-onions-ingredient|
|2020|Ferring, Amring, CSL Behring|Ferring Pharmaceuticals US|8/5/20|DDAVP Nasal Spray 10 mcg/0.1mL, Desmopressin Acetate Nasal Spray 10 mcg/0.1mL, STIMATE Nasal Spray 1.5 mg/mL|Superpotency|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/ferring-us-issues-voluntary-nationwide-recall-ddavpr-nasal-spray-10-mcg01ml-desmopressin-acetate|
|2020|H-E-B|H-E-B|8/4/20|Blue Cheese Salmon Burgers|Undeclared wheat|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/h-e-b-issues-recall-blue-cheese-salmon-burgers-due-undeclared-wheat|
|2020|Command Brands|Roque Plast S.A. de C.V.|8/4/20|Hand Sanitizer|Methanol Contamination|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/roque-plast-sa-de-cv-issues-voluntary-nationwide-recall-command-brands-gel-antibac-instant-hand|
|2020|Thomson Premium, TLC Thomson International, Tender Loving Care, more|Thomson International, Inc.|8/1/20|Red, Yellow, White and Sweet Yellow Onions|Potential to be contaminated with Salmonella|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/thomson-international-inc-conducts-voluntary-recall-red-yellow-white-and-sweet-yellow-onions-because|
|2020|Jaloma|Laboratorios Jaloma S.A. de C.V.|8/1/20|Hand Sanitizer|Undeclared Methanol|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/laboratorios-jaloma-sa-de-cv-issues-voluntary-recall-jaloma-antiseptic-hand-sanitizer-due-potential|
|2020|Earth Grown|SmithFoods Inc.|7/31/20|Vegan Non-Dairy Almond Based Frozen Desserts|Undeclared cashew|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/smithfoods-inc-issues-allergy-alert-undeclared-cashew-allergen-earth-grown-vegan-non-dairy-almond|
|2020|Herbacil|Broncolin S.A. de C.V|7/28/20|Hand Sanitizer|Undeclared Methanol|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/broncolin-sa-de-cv-issues-voluntary-nationwide-recall-herbacil-antiseptic-hand-sanitizer-70-alcohol|
|2020|KORE ORGANIC|Summitt Labs|7/28/20|Watermelon CBD oil tincture|Contains lead|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/summitt-labs-issues-voluntary-nationwide-recall-kore-organic-watermelon-cbd-oil-due-high-lead|
|2020|Assured, Blumen, Modesa|4e Brands North America|7/27/20|Hand Sanitizer|Undeclared Methanol|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/4e-brands-north-america-issues-expanded-nationwide-voluntary-recall-hand-sanitizer-due-potential|
|2020|Resource Recover & Trading, LLC|Resource Recovery & Trading, LLC|7/27/20|Hand Sanitizer|Undeclared Methanol subpotency ethyl alcohol|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/resource-recovery-trading-llcissues-nationwide-recall-hand-sanitizer-due-potential-presence-methanol|
|2020|Wellements|Wellements LLC|7/25/20|Iron Drops liquid Dietary Supplement and Iron Drops Sample liquid Dietary Supplement|Undeclared Milk|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/wellements-llc-issues-allergy-alert-undeclared-milk-allergen-two-lots-iron-drops-and-iron-drops|
|2020|Born Basic, Scent Theory and more|Real Clean Distribuciones SA de CV|7/24/20|Hand Sanitizer|Undeclared methanol|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/real-clean-distribuciones-sa-de-cv-issues-voluntary-nationwide-recall-four-hand-sanitizer-due|
|2020|UpSpring|UpSpring LLC|7/24/20|"UpSpring Baby Iron + Immunity" dietary supplements|Undeclared Milk|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/upspring-llc-issues-allergy-alert-undeclared-milk-upspring-baby-iron-immunity|
|2020|Shine & Clean|Maquiladora Miniara, S.A. de C.V.|7/24/20|Hand Sanitizer Gel|Potential presence of methanol (wood alcohol)|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/maquiladora-miniara-sa-de-cv-issues-voluntary-nationwide-recall-shine-and-clean-hand-sanitizer-and|
|2020|Whole Foods|Whole Foods Market|7/24/20|Kouign-amann pastries|Undeclared Egg|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/allergy-alert-undeclared-egg-kouign-amann-pastries-issued-select-whole-foods-market-stores-seven|
|2020|Whole Foods|Whole Foods Market|7/24/20|Chantilly Key Lime Tartlets|Undeclared almond|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/allergy-alert-undeclared-tree-nut-almond-chantilly-key-lime-tartlets-issued-whole-foods-market|
|2020|Fresenius Kabi|Fresenius Kabi USA|7/22/20|Dexmedetomidine Hydrochloride Injection, 200 mcg/50 mL|Cross contamination with lidocaine|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/fresenius-kabi-issues-voluntary-nationwide-recall-two-lots-dexmedetomidine-hydrochloride-injection|
|2020|Hostess|Hostess Brands LLC|7/21/20|Raspberry Zingers|Potential to contain mold|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/hostess-brands-llc-issues-voluntary-recall-certain-hostessr-raspberry-zingersr-due-potential-mold|
|2020|Optimus|LIQ-E S.A. de C.V.|7/20/20|Hand Sanitizer|Potential Methanol Contamination|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/liq-e-sa-de-cv-issues-voluntary-recall-optimus-instant-hand-sanitizer-due-potential-presence|
|2020|Giant Eagle|Giant Eagle, Inc.|7/18/20|Dried Fruit Mix|Dried Fruit Mix|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/giant-eagle-recalls-dried-fruit-mix-due-undeclared-allergens|
|2020|Whole Foods|Winter Gardens Quality Foods, Inc.|7/17/20|Spinach Artichoke Dip|Undeclared Egg|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/allergy-alert-issued-winter-gardens-quality-foods-inc-undeclared-egg-spinach-artichoke-dip|
|2020|Multiple brand names|InHE Manufacturing, LLC|7/17/20|Hemp Oil Tinctures|Excess lead in product|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/inhe-manufacturing-llc-and-mhr-brands-issues-voluntary-nationwide-recall-several-products-due|
|2020|Happy Colon|Happy Colon Foods, LLC|7/16/20|Shortbread Cookie & Chocolate Chip Cookie|Undeclared Milk|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/happy-colon-foods-llc-issues-allergy-alert-undeclared-milk-happy-colon-yum-shortbread-cookie-and|
|2020|bio aaa|AAA Cosmetica, S.A. de C.V.|7/14/20|Hand Sanitizer|Potential Undeclared Methanol Contamination|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/aaa-cosmetica-sa-de-cv-issues-voluntary-nationwide-recall-all-lots-within-expiry-bio-aaa-advance|
|2020|Bersih|Soluciones Cosmeticas|7/14/20|Hand Sanitizer Gel|Potential Methanol Contamination|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/soluciones-cosmeticas-issues-voluntary-nationwide-recall-bersih-hand-sanitizer-gel-due-potential|
|2020|Ultralyx|Ridley Block Operations|7/13/20|12% Protein Sheep feed|Elevated levels of copper|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/ridley-block-operations-voluntarily-recalls-ultralyxr-12-protein-sheep|
|2020|Blumen|4e Brands North America|7/13/20|Hand Sanitizer|Undeclared Methanol|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/4e-brands-north-america-issues-nationwide-voluntary-recall-hand-sanitizer-due-potential-presence|
|2020|Wegmans|Flagstone Foods, LLC|7/13/20|Pecan Blend Trail Mix|Undeclared Almonds and Walnuts|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/flagstone-foods-llc-issues-voluntary-recall-wegmans-pecan-blend-due-undeclared-almonds-and-walnuts|
|2020|Sundial|Sundial Herbal Products|7/9/20|Herbal Products/Dietary Supplements|Misbranding & Unapproved New Drugs|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/sundial-herbal-products-recalling-products-attached-because-these-products-were-misbranded-products|
|2020|Lupin|Lupin Pharmaceuticals, Inc.|7/8/20|Metformin Hydrochloride Extended-Release Tablets, 500mg and 1000mg|N-Nitrosodimethylamine (NDMA) Impurity|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/lupin-pharmaceuticals-inc-issues-voluntarily-nationwide-recall-metformin-hydrochloride-extended|
|2020|BodyGuard|CME America|7/8/20|Infusion System Administration Set (infusion set)|Use of the pump system potentially could cause over-infusion or under-infusion of therapy|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/cme-america-announces-follow-voluntary-recall-bodyguardr-infusion-system-administration-sets|
|2020|Ovation|Endologix Inc.|7/8/20|Ovation iX system|A material weakness adjacent to the polymer fill channel may become compromised during pressurization with liquid polymer.|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/endologix-issues-correction-notice-ovation-ix-abdominal-stent-graft-system|
|2020|KIND|KIND Healthy Snacks|7/8/20|Oats & Honey Granola with Toasted Coconut pouches|Undeclared sesame seeds|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/allergy-alert-kind-issues-voluntary-recall-due-undeclared-sesame-seeds-oats-honey|
|2020|Mylan|Mylan Institutional LLC|7/7/20|Daptomycin for Injection|Presence of particulate matter|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/mylan-initiates-voluntary-nationwide-recall-one-lot-daptomycin-injection-due-presence-particulate|
|2020|All Clean|ITECH 361|7/6/20|Hand sanitizer|Potential presence of methanol (wood alcohol).|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/itech-361-issues-voluntary-nationwide-recall-all-clean-hand-sanitizer-and-moisturizer-and|
|2020|Granules|Granules Pharmaceuticals, Inc.|7/6/20|Metformin Hydrochloride Extended-Release Tablets USP, 750 mg|N-Nitrosodimethylamine (NDMA)|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/granules-pharmaceuticals-inc-issues-voluntary-nationwide-recall-metformin-hydrochloride-extended|
|2020|Natural Balance|J. M. Smucker Company|7/3/20|Ultra Premium Chicken & Liver Pat Formula|Due to elevated levels of choline chloride|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/j-m-smucker-company-issues-voluntary-recall-one-lot-natural-balancer-ultra-premium-chicken-liver|
|2020|Signature Farms|Jewel-Osco|7/2/20|Garden Salad|Possible Cyclospora Contamination|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/jewel-osco-voluntarily-recalls-bagged-signature-farms-garden-salad-due-possible-cyclospora|
|2020|Mystic Shield|Transliquid Technologies LLC|7/2/20|Mystic Shield Protection Topical Solution|Undeclared methanol|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/transliquid-technologies-llc-issues-voluntary-recall-mystic-shield-protection-topical-solution-due|
|2020|Garland Ventures Ltd.|Garland Ventures Ltd.|6/30/20|Five Cheese Stuffed Shells|Potential to be contaminated with Listeria monocytogenes|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/garland-ventures-ltd-voluntary-recalls-five-cheese-stuffed-shells-because-possible-health-risk|
|2020|Hy-Vee|Hy-Vee Inc.|6/29/20|Chopped Salad Kit, Shredded Iceberg and more|Possible Cyclospora Contamination|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/salad-supplier-recall-expanded-after-potential-cyclospora-contamination-hy-vee-pulls-additional|
|2020|Saniderm|UVT, INC.|6/29/20|Advanced Hand Sanitizer, 70% alcohol content|Potential presence of methanol (wood alcohol)|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/uvt-inc-issues-voluntary-nationwide-recall-saniderm-advanced-hand-sanitizer-due-potential-presence|
|2020|Fresh Express, Giant Eagle and more|Fresh Express|6/29/20|Old fashioned coleslaw, 3 color deli coleslaw and more|Possible Cyclospora Contamination|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/fresh-express-issues-precautionary-recall-products-containing-iceberg-red-cabbage-and-carrots|
|2020|Garlic Shrimp Poke|Norpac Fisheries Export|6/29/20|Garlic Shrimp Poke|Potential to be contaminated with Listeria monocytogenes|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/norpac-fisheries-export-recalls-shrimp-poke-due-possible-health-risk|
|2020|Whole Foods Market|Whole Foods Market|6/29/20|Red Velvet Cheesecake slices|Undeclared walnuts|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/allergy-alert-undeclared-tree-nut-red-velvet-cheesecake-slices-issued-whole-foods-market-stores|
|2020|Saniderm|Saniderm Products|6/27/20|Advanced Hand Sanitizer|May contain methanol (wood alcohol)|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/saniderm-products-voluntarily-issues-regional-virginia-maryland-new-jersey-recall-1-l-saniderm|
|2020|Marketside|Fresh Express|6/26/20|Classic Iceberg Salad|Possible Cyclospora Contamination|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/fresh-express-voluntarily-issues-recall-limited-quantity-marketside-classic-iceberg-salad|
|2020|Enlightened|Beyond Better Foods, LLC|6/25/20|Chocolate Peanut Butter Ice Cream|May contain undeclared milk ingredients|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/beyond-better-foods-llc-issues-allergy-alert-undeclared-milk-mislabeled-chocolate-peanut-butter|
|2020|TTDeye|Chengdu Ai Qin E-commerce Co., Ltd|6/24/20|Colored contact lenses|Distributed without FDA clearance may pose health risk|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/chengdu-ai-qin-e-commerce-co-ltd-issues-nationwide-recall-ttdeye-brand-colored-contact-lenses|
|2020|7-Select|Mount Franklin Foods|6/23/20|Yogurt Pretzels|Undeclared Peanuts|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/mount-franklin-foods-llc-dba-azar-nut-company-issues-allergy-alert-undeclared-peanuts-7-select|
|2020|Little Salad Bar|ALDI|6/23/20|Garden Salad|Possible Cyclospora Contamination|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/association-fresh-express-inc-aldi-voluntarily-recalls-little-salad-bar-garden-salad|
|2020|Golden Nutrition Inc.|Golden Nutrition Inc.|6/23/20|Anti-Viral Immune Enhancement Capsules|Unsubstantiated Health Claims on Label|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/golden-nutrition-inc-recalls-anti-viral-immune-enhancement-because-labels-are-not-compliance|
|2020|Flagstone Foods LLC|Flagstone Foods LLC|6/22/20|North Star Sweet & Salty Caramel Trail Mix|Undeclared Cashews|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/flagstone-foods-llc-issues-voluntary-recall-north-star-sweet-salty-caramel-trail-mix-due-undeclared|
|2020|Hy-Vee Inc.|Hy-Vee Inc.|6/22/20|Garden Salad, Bagged|Potential Cyclospora Contamination|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/hy-vee-recalls-12-oz-hy-vee-garden-salad-product-after-supplier-notes-potential-cyclospora|
|2020|Gordon Choice|Trident Seafoods|6/22/20|Imitation Crab Supreme Style|May contain undeclared egg white|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/trident-seafoods-issues-voluntary-recall-undeclared-allergen-egg-white-product|
|2020|Fresh Express|Fresh Express|6/19/20|Southwest Chopped Kit|Undeclared wheat, soy, cashews and coconut|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/fresh-express-announces-precautionary-recall-limited-quantity-southwest-chopped-kit-due-presence|
|2020|Hill Country Fare|H-E-B|6/19/20|Pink Lemonade, Citrus Punch, Fruit Drink and Grape Drink|Undeclared Milk|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/h-e-b-voluntarily-issues-recall-hill-country-fare-juice-drinks-are-being-voluntarily-recalled-h-e-b|
|2020|Robitussin|GSK Consumer Healthcare|6/18/20|Cough and cold products|Incorrect dosing cups|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/gsk-consumer-healthcare-issues-voluntary-nationwide-recall-childrens-robitussinr-honey-cough-and|
|2020|Captain Rustys|Rustys Seafood Market|6/12/20|Undeclared fish, shellfish, wheat, eggs, soy, and milk|Undeclared fish, shellfish, wheat, eggs, soy, and milk|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/rustys-seafood-market-issues-allergy-alert-undeclared-allergens-fish-crustacean-shellfish-eggs-milk|
|2020|Now Real Food|NOW Health Group, Inc.|6/12/20|Raw Macadamia Nuts|Potential Salmonella contamination|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/now-health-group-inc-voluntarily-recalls-now-real-food-rraw-macadamia-nuts-because-possible-health|
|2020|Lupin|Lupin Pharmaceuticals, Inc|6/11/20|Metformin Hydrochloride Extended-release Tablets|Detection of N-Nitrosodimethylamine (NDMA)|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/lupin-pharmaceuticals-inc-issues-voluntarily-nationwide-recall-one-lot-metformin-hydrochloride|
|2020|Xi Zhi Liang|Rong Shing Trading NY Inc.|6/11/20|Konjac powder jelly cups|Potential choking hazard|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/rong-shing-trading-ny-inc-brooklyn-ny-recalling-its-211oz-600g-xi-zhi-liang-fruit-jelly-cup|
|2020|Apotex Corp|Apotex Corp|6/5/20|Metformin Hydrochloride Extended-Release Tablets, USP 500mg|Due to detection of N-Nitrosodimethylamine (NDMA)|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/apotex-corp-issues-voluntary-nationwide-recall-metformin-hydrochloride-extended-release-tablets|
|2020|Actavis|Teva Pharmaceuticals USA Inc.|6/5/20|Metformin Hydrochloride Extended-Release Tablets, USP 500mg and 750mg|Due to detection of N-Nitrosodimethylamine (NDMA)|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/teva-pharmaceuticals-usa-inc-initiates-voluntary-nationwide-recall-metformin-hydrochloride-extended|
|2020|Time-Cap Labs, Inc.|Marksans Pharma Limited, India|6/5/20|Metformin Hydrochloride Extended-Release Tablets, USP 500mg|Due to detection of N-Nitrosodimethylamine (NDMA)|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/marksans-pharma-limited-issues-voluntary-nationwide-recall-metformin-hydrochloride-extended-release|
|2020|Amneal|Amneal Pharmaceuticals LLC|6/1/20|Metformin Hydrochloride Extended-Release Tablets, USP 500mg and 750mg|Due to detection of N-Nitrosodimethylamine (NDMA)|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/amneal-pharmaceuticals-llc-issues-voluntary-nationwide-recall-metformin-hydrochloride-extended|
|2020|BIOCELL|Allergan Aesthetics|6/1/20|Breast Implants|Increased risk of BIA-ALCL|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/allergan-aesthetics-launches-dedicated-multi-channel-campaign-contact-patients-who-may-not-be-aware|
|2020|CHS Inc.|PGG/HSC Feed Company, LLC, dba CHS Nutrition|5/29/20|Champion Meat Goat Pellets R20, Medicated Feed|Due to elevated level of Rumensin (monensin)|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/chs-nutrition-recalls-champion-meat-goat-pellets-r20-medicated-feed-because-possible-rumensin|
|2020|Johnson Sea Products|Johnson Sea Products|5/26/20|Crab cakes|Undeclared wheat and soy|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/johnson-sea-products-issues-allergy-alert-undeclared-wheat-soy-home-style-crab-cakes|
|2020|Acella|Acella Pharmaceuticals, LLC|5/22/20|30-mg, 60-mg and 90-mg NP Thyroid|Super potency|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/acella-pharmaceuticals-llc-issues-voluntary-nationwide-recall-certain-lots-np-thyroidr-thyroid|
|2020|Radhuni|New Hoque and Sons, Inc.|5/21/20|Curry Powder|Salmonella|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/new-hoque-and-sons-inc-recalls-radhuni-curry-powder-because-possible-health-risk|
|2020|Biota Biosciences|Biota Biosciences, LLC|5/20/20|Cannabidiol (CBD) Complex, Curcumin Complex, Cannabidiol + Curcumin|Unapproved new drug|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/biota-biosciences-issues-voluntary-nationwide-recall-cannabidiol-cbd-complex-curcumin-complex-and|
|2020|Kent|Kent Nutrition Group|5/20/20|Home Fresh Starter AMP Crumble|Elevated Salt Levels|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/kent-nutrition-group-recalls-home-fresh-starter-amp-crumble-because-elevated-salt-levels|
|2020|Wegmans|MELLACE FAMILY BRANDS CALIFORNIA INC.|5/15/20|Semi-Sweet Chocolate nonpareils|Undeclared Milk|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/mellace-family-brands-california-inc-johnvince-foods-recalls-wegmans-semi-sweet-chocolate-nonpareils|
|2020|Peekaboo|Ramar Foods|5/14/20|Mint Chocolate Chip with Hidden Spinach Ice Cream|Potential to be contaminated with Listeria monocytogenes|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/ramar-foods-recalls-mint-chocolate-chip-hidden-spinach-ice-cream-because-possible-health-risk|
|2020|MasterPharm, LLC|MasterPharm, LLC|5/11/20|Finasteride Plus 1.25mg, capsules|Contains undeclared minoxidil|https://www.fda.gov/safety/recalls-market-withdrawals-safety-alerts/masterpharm-llc-issues-voluntary-nationwide-recall-finasteride-plus-125mg-due-presence-undeclared|
